"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"OR-W-20099","KASON VINEYARDS, INC.","KASON VINEYARDS","7200 NW BONY RD","YAMHILL","OR",97418,8361,"yamhill"
"OR-W-20101","MAISON DE GLACE LLC"," ","208 LAUGHLIN ST","THE DALLES","OR",97058,0,"Wasco"
"OR-W-20103","OREGON TERROIR, LLC","BEACON HILL WINERY","22040 NE RIDGE RD","GASTON","OR",97119,8422,"Yamhill"
"OR-W-20132","LANGE WINERY LLC","LANGE WINERY","18380 NE BUENA VISTA DR","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-20133","BRASSICA, INC.","FAUSSE PISTE","537 SE ASH ST","PORTLAND","OR",97214,1107," "
"OR-W-20136","OREGON WINE SERVICES AND STORAGE LLC"," ","2803 NE ORCHARD AVE","MCMINNVILLE","OR",97128,9378,"Yamhill"
"OR-W-20136","OREGON WINE SERVICES AND STORAGE LLC"," ","2803 NE ORCHARD AVE","MCMINNVILLE","OR",97128,9378,"Yamhill"
"OR-W-20153","ANALEMMA WINES LLC","ANALEMMA WINES","8467 STATE HIGHWAY 30 W","MOSIER","OR",97040,0,"Wasco"
"OR-W-20181","DANA LEIGH BLIZZARD","BLIZZARD WINES","29495 SW BURKHALTER RD","HILLSBORO","OR",97123,9232,"Washington"
"OR-W-20196","PIPER HILL VINEYARDS AND WINERY LLC","PIPER HILL VINEYARDS AND WINERY","21170 NE BURKETT HILL RD","YAMHILL","OR",97148,8401,"Yamhill"
"OR-W-20221","PYRENEES VINEYARD AND CELLARS LLC","PYRENEES VINEYARD AND CELLARS","707 HESS LN","ROSEBURG","OR",97470,0,"DOUGLAS"
"OR-W-20235","LONE OAK VINEYARDS, LLC","LONE OAK VINEYARDS","26436 COON RD","MONROE","OR",97456,9423,"Benton"
"OR-W-20266","NICOLAS E. DONAHUE","ALCHEMY WINE PRODUCTIONS","3315 SE 19TH AVE","PORTLAND","OR",97202,2363,"MULTNOMAH COUNTY"
"OR-W-20281","BLUE DOG MEAD, LLC","BLUE DOG MEAD","254 LINCOLN ST","EUGENE","OR",97401,2544,"Lane"
"OR-W-20299","WILLIAM MICHAEL JONES","WINE FAUVE","17751 SE AMITY VINEYARDS RD","AMITY","OR",97101,2304,"YAMHILL"
"OR-W-20301","CARLOS FIGUEROA","WILD ROSE VINEYARD","375 PORTER CREEK RD","WINSTON","OR",97496,5509,"Douglas"
"OR-W-20318","PLUSH WINE COMPANY, LLC","PLUSH","111 5TH ST","AMITY","OR",97101,0,"Yamhill"
"OR-W-20328","FHLV LLC"," ","9400 HIGHWAY 238","JACKSONVILLE","OR",97530,9554,"USA"
"OR-W-20330","UTOPIA WINES, LLC","UTOPIA","801 N SCOTT ST N","CARLTON","OR",97132,1210,"USA"
"OR-W-20339","DANCIN VINEYARDS, LLC"," ","2124 KNOWLES RD","MEDFORD","OR",97501,8502," "
"OR-W-20359","LAVELLE VINEYARDS, INC."," ","89697 SHEFFLER RD","ELMIRA","OR",97437,9765,"Lane"
"OR-W-20379","BLACK WALNUT INN & VINEYARD, LLC","BLACK WALNUT INN & VINEYARD","9600 NE WORDEN HILL RD","DUNDEE","OR",97115,9178,"Yamhill"
"OR-W-20409","REDGATE VINEYARD, LLC","REDGATE VINEYARD","8175 BUENA VISTA RD","INDEPENDENCE","OR",97351,9789,"polk"
"OR-W-20422","FOON ESTATE VINEYARD, LLC"," ","340 BUSENBARK LN","ROSEBURG","OR",97471,9692,"Douglas"
"OR-W-280","HONEYWOOD, INC.","HONEYWOOD WINERY","1350 HINES ST SE","SALEM","OR",97302,0,"MARION"
"OR-W-282","D & D VINEYARDS, INC.","EYRIE VINEYARDS","935 NE 10TH AVE","MCMINNVILLE","OR",97128,4003,"YAMHILL"
"OR-W-289","AMITY VINEYARDS, INC.","AMITY VINEYARDS","18150 SE AMITY VINEYARDS RD","AMITY","OR",97101,2304,"YAMHILL"
"OR-W-302","PAUL C. VAN DER VELDT","SHALLON WINERY","1598 DUANE ST","ASTORIA","OR",97103,3707,"CLATSOP"
"OR-W-303","SCOTT HENRY'S WINERY CORP."," ","687 HUBBARD CREEK RD","UMPQUA","OR",97486,9611,"DOUGLAS"
"OR-W-306","BRIGGS HILL INVESTMENTS, INC.","HINMAN VINEYARDS","27012 BRIGGS HILL RD","EUGENE","OR",97405,9767,"LANE"
"OR-W-309","DANIEL C. JEPSEN & CHRISTINE G. JEPSEN","ALPINE VINEYARDS","2.2 MILES NORTH OF MONROE POST OFFICE ON GREEN PEAK ROAD","ALPINE","OR",97456,0,"BENTON"
"OR-W-310","LE CEP II, INC.","ANNE AMIE","6580 NE MINERAL SPRINGS RD","CARLTON","OR",97111,9529,"YAMHILL"
"OR-W-315","HARVEY JAY SHAFER","SHAFER VINEYARD CELLARS","6200 NW GALES CREEK RD","FOREST GROVE","OR",97116,9100,"WASHINGTON"
"OR-W-318","VALLEY VIEW WINERY, INC.","VALLEY VIEW VINEYARD","1000 APPLEGATE RD","JACKSONVILLE","OR",97530,0,"JACKSON"
"OR-W-327","PHEASANT VALLEY VINEYARD & WINERY INC","PHEASANT VALLEY VINEYARD","3890 ACREE DR","HOOD RIVER","OR",97031,8639,"HOOD RIVER"
"OR-W-334","BETHEL HEIGHTS VINEYARD, INC.","BETHEL HEIGHTS VINEYARD","6060 BETHEL HEIGHTS RD NW","SALEM","OR",97304,9752,"POLK"
"OR-W-335","SAN VICENTE WINE COMPANY","CAMERON WINERY","8200 NE WORDEN HILL RD","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-349","BRIDGEVIEW VINEYARDS, INC.","BRIDGEVIEW VINEYARDS","4210 HOLLAND LOOP RD","CAVE JUNCTION","OR",97523,9758,"JOSEPHINE"
"OR-W-351","FINN HILL VINEYARD, INC.","LAUREL RIDGE WINERY","13301 NE KUEHNE RD","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-356","SOKOL BLOSSER, LTD.","SOKOL BLOSSER WINERY","5000 SOKOL BLOSSER LN","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-362","ROBERT J. GROSS","COOPER MOUNTAIN VINEYARDS","9480 SW GRABHORN RD","BEAVERTON","OR",97007,8580,"WASHINGTON"
"OR-W-367","EOLA HILLS WINE CELLARS, INC.","EOLA HILLS WINE CELLARS","501 S PACIFIC HWY","RICKREALL","OR",97371,9728,"POLK"
"OR-W-378","GREGORY S. DENINO","UMPQUA RIVER VINEYARDS","451 HESS LN","ROSEBURG","OR",97470,0,"DOUGLAS"
"OR-W-380","YAMHILL VALLEY VINEYARDS, INC."," ","16250 SW OLDSVILLE RD","MCMINNVILLE","OR",97128,8546,"YAMHILL"
"OR-W-385","MONTINORE VINEYARDS LIMITED","MONTINORE ESTATE","3663 SW DILLEY RD","FOREST GROVE","OR",97116,8516,"WASHINGTON"
"OR-W-388","KRAMER VINEYARDS, INC.","KRAMER VINEYARDS","26830 NW OLSON RD","GASTON","OR",97119,8039,"YAMHILL"
"OR-W-389","ST. INNOCENT, LIMITED","ST. INNOCENT WINERY","5657 ZENA RD NW","SALEM","OR",97304,1111,"POLK"
"OR-W-392","TEMPEST VINEYARD, INC.","TEMPEST VINEYARD","6000 KARLAS LN","AMITY","OR",97101,2321,"YAMHILL"
"OR-W-394","WILLAMETTE VALLEY VINEYARDS, INC.","WILLAMETTE VALLEY VINEYARDS","8800 ENCHANTED WAY SE","TURNER","OR",97392,9580,"MARION"
"OR-W-396","DOMAINE DROUHIN OREGON, INC.","DOMAINE DROUHIN OREGON","6750 NE BREYMAN ORCHARDS RD","DAYTON","OR",97114,7219,"YAMHILL"
"OR-W-401","WEISINGER'S OF ASHLAND, INC."," ","3150 SISIYOU","ASHLAND","OR",97520,9172,"JACKSON"
"OR-W-408","ERIC THOMAS ABERG","KRISTIN HILL WINERY","3330 SE AMITY DAYTON HWY","AMITY","OR",97101,2003,"YAMHILL"
"OR-W-411","D. & J. F. CELLARS, INC.","DUCK POND CELLARS","23145 HIGHWAY 99 W","DUNDEE","OR",97115,9126,"YAMHILL"
"OR-W-412","SECRET HOUSE WINERY, INC."," ","88324 VINEYARD LN","VENETA","OR",97487,9406,"LANE"
"OR-W-414","ST. JOSEF'S WINE-CELLARS, INC."," ","28836 S BARLOW RD","CANBY","OR",97013,9549,"CLACKAMAS"
"OR-W-415","MATTHEW STANLEY KINNE AND HOLLY L. KINNE","MCKINLAY VINEYARDS","7120 EARLWOOD RD","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-417","CHATEAU BIANCA, INC.","CHATEAU BIANCA","17485 HIGHWAY 22","DALLAS","OR",97338,9315,"POLK"
"OR-W-420","JOHN S. THOMAS","ACME WINEWORKS","13300 NE KINNEY RD","NEWBERG","OR",97132,6752,"YAMHILL"
"OR-W-423","LINDE G. KESTER AND SHARON K. KESTER","CHATEAU LORANE","27415 SIUSLAW RIVER RD","LORANE","OR",97451,9729,"LANE"
"OR-W-427","CRISTOM VINEYARDS, INC.","CRISTOM VINEYARDS","6905 SPRING VALLEY RD NW","SALEM","OR",97304,9779,"POLK"
"OR-W-429","L.D. MILLER ENTERPRISES, INC.","STANGELAND WINERY","8500 HOPEWELL RD NW","SALEM","OR",97304,9761,"POLK"
"OR-W-433","NORTHWEST WINE COMPANY, INC.","JOHN MICHAEL CHAMPAGNE CELLARS","1425 HUMBUG CREEK RD","JACKSONVILLE","OR",97530,9525,"JACKSON"
"OR-W-436","RAINSONG VINEYARDS, INC."," ","92989 TEMPLETON RD","CHESHIRE","OR",97419,9722,"LANE"
"OR-W-437","NORVIN R. COOLEY","OREGON CASCADE WINERY","20046 S REDLAND RD","OREGON CITY","OR",97045,9692,"CLACKAMAS"
"OR-W-439","TORII MOR WINERY, L.L.C.","TORII MOR WINERY","18365 NE FAIRVIEW DR","DUNDEE","OR",97115,1111,"YAMHILL"
"OR-W-441","GIRARDET WINE CELLARS, INC.","GIRARDET WINE CELLARS","895 RESTON RD","ROSEBURG","OR",97471,8611,"DOUGLAS"
"OR-W-441","GIRARDET WINE CELLARS, INC."," ","895 RESTON RD","ROSEBURG","OR",97470,8611,"DOUGLAS"
"OR-W-442","CHEHALEM, INC.","CHEHALEM","31190 NE VERITAS LN","NEWBERG","OR",97132,6958,"YAMHILL"
"OR-W-443","THE ACADEMY OF WINE OF OREGON, INC."," ","18200 HIGHWAY 238","GRANTS PASS","OR",97527,8631,"JACKSON"
"OR-W-444","L. BERNARD AND ANNE E. LERCH","HOOD RIVER VINEYARDS","4693 WESTWOOD DR","HOOD RIVER","OR",97031,9741,"HOOD RIVER"
"OR-W-447","WTV, LTD.","WITNESS TREE VINEYARD","7111 SPRING VALLEY RD NW","SALEM","OR",97304,9777,"POLK"
"OR-W-448","DOMAINE SERENE VINEYARDS & WINERY, INC.","DOMAINE SERENE","338 W MAIN ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-449","BRICK HOUSE WINE COMPANY"," ","18200 NE LEWIS ROGERS LN","NEWBERG","OR",97132,6583,"YAMHILL"
"OR-W-454","ADELSHEIM VINEYARD, L.L.C."," ","16800 NE CALKINS LN","NEWBERG","OR",97132,6572,"YAMHILL"
"OR-W-456","PHILIP A. KODAK","ASHLAND VINEYARDS","2775 E MAIN ST","ASHLAND","OR",97520,9781,"JACKSON"
"OR-W-458","PURDYCO WINES LTD.","ORCHARD HEIGHTS WINERY AND ISLAND PRINCESS WINES","6057 ORCHARD HEIGHTS RD NW","SALEM","OR",97304,9509,"POLK"
"OR-W-459","HAROLD JOHN MEDICI","MEDICI VINEYARDS","28005 NE BELL RD","NEWBERG","OR",97132,6684,"YAMHILL"
"OR-W-460","ELK COVE VINEYARDS, INC.","GODLEE CAMPBELL WINE CO.","27751 NW OLSON RD","GASTON","OR",97119,8042,"YAMHILL"
"OR-W-462","WILLAKENZIE ESTATE, INC."," ","19143 NE LAUGHLIN RD","YAMHILL","OR",97148,8415,"YAMHILL"
"OR-W-464","HIGH PASS WINERY LLC"," ","24757 LAVEL RD","JUNCTION CITY","OR",97448,9335,"LANE"
"OR-W-467","A & D WINE COMPANY"," ","1065 NE ALPINE AVE","MCMINNVILLE","OR",97128,4017,"YAMHILL"
"OR-W-474","JOHN C. PLATT & ELIZABETH FURSE","HELVETIA WINERY","22770 NW YUNGEN RD","HILLSBORO","OR",97124,8146,"WASHINGTON"
"OR-W-476","OLSON-DAVIS INC.","AIRLIE WINERY","15305 DUNN FOREST RD","MONMOUTH","OR",97361,9570,"POLK"
"OR-W-478","ABACELA VINEYARDS AND WINERY, INC.","ABACELA VINEYARDS & WINERY","12500 LOOKINGGLASS RD","ROSEBURG","OR",97471,9067,"DOUGLAS"
"OR-W-480","MCMENAMINS, INC.","EDGEFIELD WINERY","2126 SW HALSEY ST","TROUTDALE","OR",97060,1026,"MULTNOMAH"
"OR-W-481","BELLE PENTE WINE CELLARS, L.L.C.","BELLE PENTE WINE CELLARS","12470 NE ROWLAND RD","CARLTON","OR",97111,9543,"YAMHILL"
"OR-W-482","SPRINGHILL CELLARS WINERY, INC.","SPRINGHILL CELLARS","2920 NW SCENIC DR","ALBANY","OR",97321,9827,"BENTON"
"OR-W-483","BERAN VINEYARDS, INC."," ","30088 SW EGGER RD","HILLSBORO","OR",97123,9425,"WASHINGTON"
"OR-W-485","BEAR CREEK WINERY, INC.","BEAR CREEK WINERY OF OREGON","6220 CAVES HWY","CAVE JUNCTION","OR",97523,9714,"JOSEPHINE"
"OR-W-487","CARLO AND JULIAN WINERY, LLC"," ","1000 E MAIN ST","CARLTON","OR",97111,9101,"YAMHILL"
"OR-W-488","RAPTOR RIDGE WINERY, LLC","RAPTOR RIDGE WINERY","29090 SW WILDHAVEN LN","HILLSBORO","OR",97123,9457,"WASHINGTON"
"OR-W-489","TYEE WINE CELLARS, LTD.","TYEE WINE CELLARS","26335 GREENBERRY RD","CORVALLIS","OR",97333,9534,"BENTON"
"OR-W-491","IDYLWOOD WINE COMPANY"," ","11517 SE HIGHWAY 212","CLACKAMAS","OR",97015,9020,"CLACKAMAS"
"OR-W-492","PINE RIDGE WINERY, LLC","ARCHERY SUMMIT WINERY","18599 NE ARCHERY SUMMIT RD","DAYTON","OR",97114,7202,"YAMHILL"
"OR-W-493","CHERRY HILL LLC","CHERRY HILL","9449 SW OLD HIGHWAY 47","GASTON","OR",97119,328,"WASHINGTON"
"OR-W-494","FREJA CELLARS, LLC","FREJA CELLARS","16691 SW MCFEE PL","HILLSBORO","OR",97123,9040,"YAMHILL"
"OR-W-496","VAN DUZER VINEYARDS L.L.C."," ","11975 SMITHFIELD RD","DALLAS","OR",97338,9339,"POLK"
"OR-W-497","HAUER OF THE DAUEN, INC.","HAUER OF THE DAUEN","16425 SE WEBFOOT RD","DAYTON","OR",97114,8644,"YAMHILL"
"OR-W-499","KEN WRIGHT CELLARS CO","KEN WRIGHT CELLARS","236 N KUTCH","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-500","LEMELSON WINERY LLC","LEMELSON VINEYARDS","12020 NE STAG HOLLOW RD","CARLTON","OR",97111,9566,"YAMHILL"
"OR-W-501","MYSTIC WINES, INC.","MYSTIC WINES","11931 SE HOOD VIEW RD","AMITY","OR",97101,0,"YAMHILL"
"OR-W-502","HOLLORAN VINEYARD WINES, LLC","HOLLORAN VINEYARD WINES","2636 SW SCHAEFFER RD","WEST LINN","OR",97068,9659,"CLACKAMAS"
"OR-W-505","COLEMAN VINEYARD, LLC","COLEMAN VINEYARD","22734 SW LATHAM RD","MCMINNVILLE","OR",97128,8825,"YAMHILL"
"OR-W-508","DAVID HILL VINEYARDS, LLC","DAVID HILL VINEYARDS AND WINERY","46350 NW DAVID HILL RD","FOREST GROVE","OR",97116,0,"WASHINGTON"
"OR-W-510","J. K. CARRIERE LLC","J. K. CARRIERE","9995 NE PARRETT MOUNTAIN RD","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-511","ADEA WINE COMPANY"," ","26421 HIGHWAY 47","GASTON","OR",97119,8209,"YAMHILL"
"OR-W-512","HAMACHER WINES, INC."," ","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-513","KING ESTATE WINERY, LP; KING ESTATE WINERY, LLC, GP","KING ESTATE WINERY","80854 TERRITORIAL HWY","EUGENE","OR",97405,9715,"LANE"
"OR-W-514","BISHOP CREEK FARMS, INC.","URBAN WINEWORKS","407 NW 16TH AVE","PORTLAND","OR",97209,2610,"MULTNOMAH"
"OR-W-519","LION NATHAN USA, INC.","ARGYLE WINERY","691 HIGHWAY 99 W","DUNDEE","OR",97115,0,"YAMHILL"
"OR-W-520","CHRISTOPHER DOBSON","CAMAS CLOSE WINERY","2480 S CHURCH ST","DALLAS","OR",97338,9745,"POLK"
"OR-W-522","PATRICIA GREEN CELLARS, LLC"," ","15225 NE NORTH VALLEY RD","NEWBERG","OR",97132,6596,"YAMHILL"
"OR-W-527","HIPCHICKS DO WINE, L.L.C.","HIPCHICKS DO WINE","4510 SE 23RD AVE","PORTLAND","OR",97202,4772,"MULTNOMAH"
"OR-W-530","CRICKET HILL VINEYARD & WINERY, LLC"," ","2131 LITTLE APPLEGATE RD","JACKSONVILLE","OR",97530,9188,"JACKSON"
"OR-W-531","GEORGE W. CLARNO","OLD BRIDGE WINERY","50706 SANDY CREEK RD","REMOTE","OR",97458,7833,"COOS"
"OR-W-532","CHAMPOEG HOLDINGS, LLC","CHAMPOEG WINE CELLARS","10375 CHAMPOEG RD NE","AURORA","OR",97002,8657,"MARION"
"OR-W-537","ROBERT E. REID","OLALLA VALLEY VINEYARDS","179 DEER HAVEN LN","WINSTON","OR",97496,9624,"DOUGLAS"
"OR-W-538","DOMAINE SERENE VINEYARDS & WINERY, INC.","DOMAINE SERENE","6555 NE HILLTOP LN","DAYTON","OR",97114,7227,"YAMHILL"
"OR-W-540","TERRITORIAL VINEYARDS, LLC","TERRITORIAL VINEYARDS & WINE COMPANY","907 W 3RD AVE","EUGENE","OR",97402,4924,"LANE"
"OR-W-541","DEPONTE CELLARS, LLC"," ","17545 NE ARCHERY SUMMIT RD","DAYTON","OR",97114,7201,"YAMHILL"
"OR-W-542","CHARLES W. GILSON","PHEASANT COURT WINERY","1731 PHEASANT CT","PHILOMATH","OR",97370,9000,"BENTON"
"OR-W-544","BERGSTROM WINES, LLC","BERGSTROM VINEYARDS","18215 NE CALKINS LN","NEWBERG","OR",97132,0,"YAMHILL"
"OR-W-546","CANA'S FEAST WINERY, L.L.C."," ","750 W LINCOLN ST","CARLTON","OR",97111,9474,"YAMHILL"
"OR-W-547","GREG SANDERS, LLC","WHITE ROSE WINES","6250 NE HILLTOP LN","DAYTON","OR",97114,7237,"YAMHILL"
"OR-W-548","FORD FARMS, LLC"," ","14940 NW GILLIHAN RD","PORTLAND","OR",97231,1519,"MULTNOMAH"
"OR-W-549","WALNUT CITY WINEWORKS, INC.","WALNUT CITY WINEWORKS","475 NE 17TH ST","MCMINNVILLE","OR",97128,3326,"YAMHILL"
"OR-W-550","PACIFIC FOODS OF OREGON, INC."," ","19480 SW 97TH AVE","TUALATIN","OR",97062,8505,"CLACKAMAS"
"OR-W-551","GREGORY MARSH CRAMER","MARSHANNE VINEYARD","175 HOGAN RD","OAKLAND","OR",97462,1111,"DOUGLAS"
"OR-W-559","CUTLER MANAGEMENT, INC.","FLYING DUTCHMAN WINERY","915 1ST ST","OTTER ROCK","OR",97369,0,"LINCOLN"
"OR-W-561","SPARKLING OREGON!, LLC","R. STUART & CO.","845 NE 5TH ST","MCMINNVILLE","OR",97128,4201,"YAMHILL"
"OR-W-565","BROADLEY VINEYARDS, LLC"," ","265 S 5TH ST","MONROE","OR",97456,0,"BENTON"
"OR-W-566","J. CHRISTOPHER WINES, INC.","J. CHRISTOPHER WINES","2636 SW SCHAEFFER RD","WEST LINN","OR",97068,9659,"CLACKAMAS"
"OR-W-567","CHERRY HILL VINEYARD, LLC","CHERRY HILL WINERY","7867 CROWLEY RD","RICKREALL","OR",97371,9744,"POLK"
"OR-W-568","BELLE VALLEE CELLARS, LLC","BELLE VALLEE CELLARS","804 NW BUCHANAN AVE","CORVALLIS","OR",97330,6218,"BENTON"
"OR-W-570","FOOTHILL WINERY AT HILLCREST ORCHARD, LLC","FOOTHILL WINERY","3285 HILCREST RD","MEDFORD","OR",97504,9318,"JACKSON"
"OR-W-572","LA BETE WINES, INC."," ","21000 SW EAGLE POINT RD","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-573","J. ALBIN WINERY, LLC","J. ALBIN WINERY","7867 CROWLEY RD","RICKREALL","OR",97371,0,"POLK"
"OR-W-575","WILLIAM HATCHER WINES, LLC","WILLIAM HATCHER WINES","18960 NE ARCHERY SUMMIT RD","DAYTON","OR",97114,7204,"YAMHILL"
"OR-W-576","ANDERSON FAMILY VINEYARD, LLC","ANDERSON FAMILY VINEYARD","20120 NE HERRING LN","NEWBERG","OR",97132,7284,"YAMHILL"
"OR-W-577","GILSTRAP BROTHERS WINE COMPANY, LLC","GILSTRAP BROTHERS","69789 ANTILES LN","COVE","OR",97824,8202,"UNION"
"OR-W-578","ORCA PROPERTIES, LLC","BRANDBORG VINEYARD AND WINERY","345 FIRST ST","ELKTON","OR",97436,0,"DOUGLAS"
"OR-W-579","MAYSARA WINERY, LLC"," ","15765 SW MUDDY VALLEY RD","MCMINNVILLE","OR",97128,8551,"YAMHILL"
"OR-W-581","AYRES VINEYARD, LLC"," ","17971 NE LEWIS ROGERS LN","NEWBERG","OR",97132,6521,"YAMHILL"
"OR-W-582","OSWEGO HILLS WINERY, LLC","OSWEGO HILLS","450 ROSEMONT RD","WEST LINN","OR",97068,9328,"CLACKAMAS"
"OR-W-583","PRIVE VINEYARD, INC.","PRIVE VINEYARD","28155 NE BELL RD","NEWBERG","OR",97132,6684,"YAMHILL"
"OR-W-584","PENNER-ASH LLC","PENNER-ASH WINE CELLARS","15771 NE RIBBON RIDGE RD","NEWBERG","OR",97132,1111,"YAMHILL"
"OR-W-585","DOMINIO IV, LLC","DOMINIO IV","845 NE 5TH ST","MCMINNVILLE","OR",97128,0,"YAMHILL"
"OR-W-586","RICHARD DAVID TEPLICK","MEKINZIE RIDGE WINERY","4733 NE 103RD AVE","PORTLAND","OR",97220,3343,"MULTNOMAH"
"OR-W-587","SUNSET RIDGE VINEYARD, LLC"," ","845 NE 5TH ST","MCMINNVILLE","OR",97128,4201,"YAMHILL"
"OR-W-589","STANLEY MURAYAMA","STONY MOUNTAIN VINEYARD","21000 SW EAGLE POINT RD","MCMINNVILLE","OR",97128,8555,"YAMHILL"
"OR-W-590","STONE WOLF VINEYARDS, INC.","STONE WOLF CELLARS","2155 NE LAFAYETTE AVE","MCMINNVILLE","OR",97128,9334,"YAMHILL"
"OR-W-592","LACHINI VINEYARDS, LLC","LACHINI VINEYARDS","17545 NE ARCHERY SUMMIT RD","DAYTON","OR",97114,7201,"YAMHILL"
"OR-W-594","ANDRUS FAMILY INVESTMENTS, LLC","GYPSY DANCER ESTATES","35040 SW UNGER RD","CORNELIUS","OR",97113,9607,"WASHINGTON"
"OR-W-595","JACOB WILLIAMS WINERY, LLC"," ","202 WASCO ST","HOOD RIVER","OR",97031,0,"HOOD RIVER"
"OR-W-596","JOHN EDWARD LOONEY & MARGARET DARLENE LOONEY","RIBBON RIDGE ESTATE","17979 NE LEWIS ROGERS LN","NEWBERG","OR",97132,6521,"YAMHILL"
"OR-W-598","JAMES DEVITT"," ","11412 HIGHWAY 238","JACKSONVILLE","OR",97530,9545,"JACKSON"
"OR-W-599","GRAN LAND TRUST, L.L.C.","BRYCE VINEYARD","801 N SCOTT ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-604","KELLEY FAMILY VINEYARDS, INC.","KELLEY FAMILY VINEYARDS","18840 WILLIAMSON RD","NEWBERG","OR",97132,6725,"YAMHILL"
"OR-W-606","KENNETH C. SLUSSER","KATHKEN VINEYARDS","5739 ORCHARD HEIGHTS RD NW","SALEM","OR",97304,9529,"POLK"
"OR-W-607","DAVID HAMILTON WINERY LLC"," ","150 MOUNTAIN BLVD","MT VERNON","OR",97865,0,"GRANT"
"OR-W-609","CARDWELL HILL CELLARS, LLC"," ","24241 CARDWELL HILL DR","PHILOMATH","OR",97370,9739,"BENTON"
"OR-W-611","NW WINE COMPANY, LLC"," ","20980 NE NIEDERBERGER RD","DUNDEE","OR",97115,0,"Yamhill"
"OR-W-612","D2E, INC.","TROON VINEYARD","1475 KUBLI RD","GRANTS PASS","OR",97527,8610,"JACKSON"
"OR-W-613","MT. HOOD WINERY, INC.","MT. HOOD WINERY","1930 HIGHWAY 35","HOOD RIVER","OR",97031,9550,"HOOD RIVER"
"OR-W-614","720 WINE CELLARS, LLC","720 WINE CELLARS","720 WYATT LN","PHILOMATH","OR",97370,9022,"BENTON"
"OR-W-615","SALMONEYE, LLC","FRANCIS TANNAHILL","9360 SE EOLA HILLS RD","AMITY","OR",97101,2416,"YAMHILL"
"OR-W-616","ALLORO VINEYARD, INC."," ","22075 SW LEBEAU RD","SHERWOOD","OR",97140,8932,"WASHINGTON"
"OR-W-617","STELLA MARIS, INC","OWEN ROE","8400 CHAMPOEG RD NE","SAINT PAUL","OR",97137,9746,"MARION"
"OR-W-618","DELLA TERRA, LLC","HILLCREST VINEYARDS","240 VINEYARD LN","ROSEBURG","OR",97470,9097,"DOUGLAS"
"OR-W-619","D.J. MARAGAS WINE CO.","MARAGAS WINERY","15523 SW HIGHWAY 97","CULVER","OR",97734,9661,"JEFFERSON"
"OR-W-621","KING'S RAVEN WINERY, INC."," ","4510 SE 23RD AVE","PORTLAND","OR",97202,4772,"MULTNOMAH"
"OR-W-622","DOMAINE DE MARIA SOTER, LLC","DOMAINE DE MARIA SOTER","10880 NE MONERAL SPRINGS RD","CARLTON","OR",97111,9532,"YAMHILL"
"OR-W-623","RACINE WINE CO., LLC","RACINE WINE CO.","13301 NE KUEHNE RD","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-624","COEUR DE TERRE VINEYARD, LLC"," ","21000 SW EAGLE POINT RD","MCMINNVILLE","OR",97128,1111,"YAMHILL"
"OR-W-625","ZERBA GROUP LLC","ZERBA GROUP","83805 WINESAP RD","MILTON FREEWATER","OR",97862,6870,"UMATILLA"
"OR-W-626","EIEIO & CO NEGOCIANT, LIMITED","EIEIO & CO.","213 S PINE ST","CARLTON","OR",97111,0,"YAMHILL"
"OR-W-628","BLUE MOUNTAIN CIDER COMPANY LLC"," ","235 E BROADWAY AVE","MILTON FREEWATER","OR",97862,1807,"UMATILLA"
"OR-W-629","BOEDECKER CELLARS, LLC"," ","2621 NW 30TH AVE","PORTLAND","OR",97210,0,"MULTNOMAH"
"OR-W-630","ALEMSEGED GEBREHIWOT","QUEEN OF SHEBA INTERNATIONAL FOODS","2413 NE M L KING BLVD","PORTLAND","OR",97212,3730,"MULTNOMAH"
"OR-W-631","LARRY J. BARTLEMAY","WHEATRIDGE IN THE NOOK","11102 PHILIPPI CANYON LN","ARLINGTON","OR",97812,6502,"GILLIAM"
"OR-W-632","JENNISON WINE COMPANY LTD.","THISTLE WINES","26830 NW OLSON RD","GASTON","OR",97119,8039,"YAMHILL"
"OR-W-633","G.C. WINE COMPANY, LLC","GROCHAU CELLARS","2621 NW 30TH AVE","PORTLAND","OR",97210,0,"MULTNOMAH"
"OR-W-634","WILD PLUM FARMS, INC.","WINTER'S HILL VINEYARD","6451 HILLTOP LN","DAYTON","OR",97114,0,"YAMHILL"
"OR-W-637","SCOTT PAUL WINES, OREGON, LLC","SCOTT PAUL WINES","141 S PINE ST","CARLTON","OR",97111,1111,"YAMHILL"
